month,prcptot
1,242.09566463758966
2,193.19820945957755
3,115.96215815033187
4,32.94584295173237
5,8.926067935403337
6,5.231312972171368
7,5.720469854926163
8,3.959780918608794
9,4.086728884218221
10,16.206891933872804
11,84.2812526473484
12,197.13134266279397
