time,lon,lat,prcptot
1981-01-01 12:00:00,33.62500318326056,-16.125001134350896,0.7015441
1981-01-02 12:00:00,33.62500318326056,-16.125001134350896,4.253567
1981-01-03 12:00:00,33.62500318326056,-16.125001134350896,0.52536994
1981-01-04 12:00:00,33.62500318326056,-16.125001134350896,0.005755314
1981-01-05 12:00:00,33.62500318326056,-16.125001134350896,0.003333621
1981-01-06 12:00:00,33.62500318326056,-16.125001134350896,0.2813171
1981-01-07 12:00:00,33.62500318326056,-16.125001134350896,0.733965
1981-01-08 12:00:00,33.62500318326056,-16.125001134350896,0.3800612
1981-01-09 12:00:00,33.62500318326056,-16.125001134350896,9.745561
1981-01-10 12:00:00,33.62500318326056,-16.125001134350896,7.44355
1981-01-11 12:00:00,33.62500318326056,-16.125001134350896,6.00346
1981-01-12 12:00:00,33.62500318326056,-16.125001134350896,2.864255
1981-01-13 12:00:00,33.62500318326056,-16.125001134350896,13.299885
1981-01-14 12:00:00,33.62500318326056,-16.125001134350896,9.534091
1981-01-15 12:00:00,33.62500318326056,-16.125001134350896,3.9426947
1981-01-16 12:00:00,33.62500318326056,-16.125001134350896,4.830686
1981-01-17 12:00:00,33.62500318326056,-16.125001134350896,1.2021942
1981-01-18 12:00:00,33.62500318326056,-16.125001134350896,3.7752953
1981-01-19 12:00:00,33.62500318326056,-16.125001134350896,5.4133453
1981-01-20 12:00:00,33.62500318326056,-16.125001134350896,9.85609
1981-01-21 12:00:00,33.62500318326056,-16.125001134350896,0.67186344
1981-01-22 12:00:00,33.62500318326056,-16.125001134350896,0.49015388
1981-01-23 12:00:00,33.62500318326056,-16.125001134350896,0.39994156
1981-01-24 12:00:00,33.62500318326056,-16.125001134350896,0.09936149
1981-01-25 12:00:00,33.62500318326056,-16.125001134350896,0.61741287
1981-01-26 12:00:00,33.62500318326056,-16.125001134350896,3.3816297
1981-01-27 12:00:00,33.62500318326056,-16.125001134350896,1.6004189
1981-01-28 12:00:00,33.62500318326056,-16.125001134350896,4.99109
1981-01-29 12:00:00,33.62500318326056,-16.125001134350896,8.175372
1981-01-30 12:00:00,33.62500318326056,-16.125001134350896,11.384568
1981-01-31 12:00:00,33.62500318326056,-16.125001134350896,20.59221
1981-02-01 12:00:00,33.62500318326056,-16.125001134350896,5.052307
1981-02-02 12:00:00,33.62500318326056,-16.125001134350896,6.882883
1981-02-03 12:00:00,33.62500318326056,-16.125001134350896,4.4984927
1981-02-04 12:00:00,33.62500318326056,-16.125001134350896,12.578681
1981-02-05 12:00:00,33.62500318326056,-16.125001134350896,10.002115
1981-02-06 12:00:00,33.62500318326056,-16.125001134350896,15.166577
1981-02-07 12:00:00,33.62500318326056,-16.125001134350896,11.8510275
1981-02-08 12:00:00,33.62500318326056,-16.125001134350896,19.702904
1981-02-09 12:00:00,33.62500318326056,-16.125001134350896,3.2750952
1981-02-10 12:00:00,33.62500318326056,-16.125001134350896,14.581953
1981-02-11 12:00:00,33.62500318326056,-16.125001134350896,20.528984
1981-02-12 12:00:00,33.62500318326056,-16.125001134350896,5.4199276
1981-02-13 12:00:00,33.62500318326056,-16.125001134350896,10.087154
1981-02-14 12:00:00,33.62500318326056,-16.125001134350896,21.882542
1981-02-15 12:00:00,33.62500318326056,-16.125001134350896,12.165945
1981-02-16 12:00:00,33.62500318326056,-16.125001134350896,1.9210672
1981-02-17 12:00:00,33.62500318326056,-16.125001134350896,5.6970334
1981-02-18 12:00:00,33.62500318326056,-16.125001134350896,7.7603292
1981-02-19 12:00:00,33.62500318326056,-16.125001134350896,6.493659
1981-02-20 12:00:00,33.62500318326056,-16.125001134350896,3.159878
1981-02-21 12:00:00,33.62500318326056,-16.125001134350896,10.139141
1981-02-22 12:00:00,33.62500318326056,-16.125001134350896,14.508745
1981-02-23 12:00:00,33.62500318326056,-16.125001134350896,2.9658818
1981-02-24 12:00:00,33.62500318326056,-16.125001134350896,1.5992174
1981-02-25 12:00:00,33.62500318326056,-16.125001134350896,1.6596717
1981-02-26 12:00:00,33.62500318326056,-16.125001134350896,0.79415804
1981-02-27 12:00:00,33.62500318326056,-16.125001134350896,0.1874988
1981-02-28 12:00:00,33.62500318326056,-16.125001134350896,0.39895114
1981-03-01 12:00:00,33.62500318326056,-16.125001134350896,0.3663297
1981-03-02 12:00:00,33.62500318326056,-16.125001134350896,1.6947521
1981-03-03 12:00:00,33.62500318326056,-16.125001134350896,8.5840435
1981-03-04 12:00:00,33.62500318326056,-16.125001134350896,10.990395
1981-03-05 12:00:00,33.62500318326056,-16.125001134350896,4.713184
